Query,COG Category,GO terms
lcl|CP074585.1_cds_UFH71814.1_3186,-,-
lcl|CP074585.1_cds_UFH71815.1_3187,C,-
lcl|CP074585.1_cds_UFH71816.1_3188,EGP,-
lcl|CP074585.1_cds_UFH71817.1_3189,S,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
lcl|CP074585.1_cds_UFH71818.1_3190,S,-
lcl|CP074585.1_cds_UFH71819.1_3191,P,-
lcl|CP074585.1_cds_UFH71820.1_3192,S,-
lcl|CP074585.1_cds_UFH71821.1_3193,S,-
lcl|CP074585.1_cds_UFH71822.1_3194,S,-
lcl|CP074585.1_cds_UFH71823.1_3195,S,-
lcl|CP074585.1_cds_UFH71824.1_3196,S,-
lcl|CP074585.1_cds_UFH71825.1_3197,E,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0009014,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0019752,GO:0032153,GO:0042802,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0046872,GO:0046914,GO:0050897,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"
lcl|CP074585.1_cds_UFH71826.1_3198,-,-
lcl|CP074585.1_cds_UFH71827.1_3199,T,-
lcl|CP074585.1_cds_UFH71828.1_3200,NT,-
lcl|CP074585.1_cds_UFH71829.1_3201,NT,-
lcl|CP074585.1_cds_UFH71830.1_3202,KT,-
lcl|CP074585.1_cds_UFH71831.1_3203,KT,-
lcl|CP074585.1_cds_UFH71832.1_3204,S,-
lcl|CP074585.1_cds_UFH71833.1_3205,M,-
lcl|CP074585.1_cds_UFH71834.1_3206,V,-
lcl|CP074585.1_cds_UFH71835.1_3207,J,"GO:0002161,GO:0003674,GO:0003824,GO:0004812,GO:0004827,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006433,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0043906,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0106074,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576"
lcl|CP074585.1_cds_UFH71836.1_3208,S,-
lcl|CP074585.1_cds_UFH71837.1_3209,P,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464"
lcl|CP074585.1_cds_UFH71838.1_3210,S,-
lcl|CP074585.1_cds_UFH71839.1_3211,S,-
lcl|CP074585.1_cds_UFH71840.1_3212,S,"GO:0003674,GO:0005488,GO:0005542,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016226,GO:0019842,GO:0022607,GO:0031163,GO:0031406,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043177,GO:0044085,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0071840,GO:0072341,GO:0097159,GO:1901363"
lcl|CP074585.1_cds_UFH71841.1_3213,O,-
lcl|CP074585.1_cds_UFH71842.1_3214,S,-
lcl|CP074585.1_cds_UFH71843.1_3215,S,-
lcl|CP074585.1_cds_UFH71844.1_3216,C,-
lcl|CP074585.1_cds_UFH71845.1_3217,P,-
lcl|CP074585.1_cds_UFH71846.1_3218,L,"GO:0003674,GO:0003824,GO:0003905,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360"
lcl|CP074585.1_cds_UFH71847.1_3219,L,"GO:0000702,GO:0000703,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0003906,GO:0004518,GO:0004519,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008270,GO:0008534,GO:0009987,GO:0016787,GO:0016788,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363"
lcl|CP074585.1_cds_UFH71848.1_3220,G,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0071704,GO:0140096,GO:1901564"
lcl|CP074585.1_cds_UFH71849.1_3221,S,-
lcl|CP074585.1_cds_UFH71850.1_3222,M,"GO:0003674,GO:0005215,GO:0005216,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006884,GO:0008150,GO:0008361,GO:0008381,GO:0009987,GO:0009992,GO:0015075,GO:0015267,GO:0015318,GO:0016020,GO:0016021,GO:0016043,GO:0019725,GO:0022803,GO:0022836,GO:0022838,GO:0022857,GO:0030104,GO:0031224,GO:0031226,GO:0032535,GO:0034220,GO:0042592,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0048878,GO:0051179,GO:0051234,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071840,GO:0071944,GO:0090066"
lcl|CP074585.1_cds_UFH71851.1_3223,T,"GO:0000027,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006996,GO:0008150,GO:0009266,GO:0009408,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071826,GO:0071840"
lcl|CP074585.1_cds_UFH71852.1_3224,F,"GO:0003674,GO:0005215,GO:0005345,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006863,GO:0008150,GO:0015205,GO:0015851,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042906,GO:0042907,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1904823"
lcl|CP074585.1_cds_UFH71853.1_3225,J,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052914,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360"
lcl|CP074585.1_cds_UFH71854.1_3226,E,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0016021,GO:0016043,GO:0022607,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042802,GO:0043933,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0046982,GO:0046983,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0065003,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0098656,GO:1903825,GO:1905039"
lcl|CP074585.1_cds_UFH71855.1_3227,S,-
lcl|CP074585.1_cds_UFH71856.1_3228,-,-
lcl|CP074585.1_cds_UFH71857.1_3229,M,-
lcl|CP074585.1_cds_UFH71858.1_3230,NU,-
lcl|CP074585.1_cds_UFH71859.1_3231,I,-
lcl|CP074585.1_cds_UFH71860.1_3232,S,-
lcl|CP074585.1_cds_UFH71861.1_3233,U,-
lcl|CP074585.1_cds_UFH71862.1_3234,S,-
lcl|CP074585.1_cds_UFH71863.1_3235,C,-
lcl|CP074585.1_cds_UFH71864.1_3236,G,"GO:0000287,GO:0003674,GO:0003824,GO:0004344,GO:0005488,GO:0005575,GO:0008150,GO:0008152,GO:0008876,GO:0016020,GO:0016021,GO:0016491,GO:0016614,GO:0016901,GO:0019842,GO:0031224,GO:0031406,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0044425,GO:0046872,GO:0048037,GO:0048038,GO:0048039,GO:0055114,GO:0070968,GO:0097159,GO:1901363"
lcl|CP074585.1_cds_UFH74212.1_3237,M,-
lcl|CP074585.1_cds_UFH71865.1_3238,C,-
lcl|CP074585.1_cds_UFH71866.1_3239,K,-
lcl|CP074585.1_cds_UFH71867.1_3240,I,-
lcl|CP074585.1_cds_UFH71868.1_3241,I,-
lcl|CP074585.1_cds_UFH71869.1_3242,-,-
lcl|CP074585.1_cds_UFH71870.1_3243,S,-
lcl|CP074585.1_cds_UFH71871.1_3244,S,-
lcl|CP074585.1_cds_UFH71872.1_3245,J,-
lcl|CP074585.1_cds_UFH71873.1_3246,S,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
lcl|CP074585.1_cds_UFH71874.1_3247,EGP,-
lcl|CP074585.1_cds_UFH71875.1_3248,-,-
lcl|CP074585.1_cds_UFH71876.1_3249,U,"GO:0000166,GO:0002790,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005887,GO:0006457,GO:0006605,GO:0006810,GO:0006886,GO:0008104,GO:0008144,GO:0008150,GO:0008320,GO:0008565,GO:0009306,GO:0009987,GO:0015031,GO:0015399,GO:0015405,GO:0015440,GO:0015450,GO:0015462,GO:0015833,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0030554,GO:0031224,GO:0031226,GO:0031522,GO:0032553,GO:0032555,GO:0032559,GO:0032940,GO:0032991,GO:0033036,GO:0033220,GO:0034613,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0042802,GO:0042886,GO:0042887,GO:0043167,GO:0043168,GO:0043492,GO:0043952,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0061077,GO:0065002,GO:0070727,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1904680"
lcl|CP074585.1_cds_UFH71877.1_3250,O,-
lcl|CP074585.1_cds_UFH71878.1_3251,S,-
lcl|CP074585.1_cds_UFH71879.1_3252,T,-
lcl|CP074585.1_cds_UFH71880.1_3253,M,-
lcl|CP074585.1_cds_UFH71881.1_3254,H,"GO:0003674,GO:0003824,GO:0004326,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006761,GO:0006807,GO:0008150,GO:0008152,GO:0008841,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042398,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046452,GO:0046483,GO:0046900,GO:0046901,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"
lcl|CP074585.1_cds_UFH71882.1_3255,I,"GO:0001676,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003729,GO:0003824,GO:0003989,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006417,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008270,GO:0008610,GO:0009058,GO:0009317,GO:0009329,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0017148,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032787,GO:0032991,GO:0034248,GO:0034249,GO:0042759,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:0097159,GO:1901363,GO:1901576,GO:1902494,GO:1990234,GO:2000112,GO:2000113"
lcl|CP074585.1_cds_UFH71883.1_3256,E,-
lcl|CP074585.1_cds_UFH71884.1_3257,K,-
lcl|CP074585.1_cds_UFH71885.1_3258,S,-
lcl|CP074585.1_cds_UFH71886.1_3259,G,-
lcl|CP074585.1_cds_UFH71887.1_3260,S,-
lcl|CP074585.1_cds_UFH71888.1_3261,E,"GO:0000162,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"
lcl|CP074585.1_cds_UFH71889.1_3262,E,-
lcl|CP074585.1_cds_UFH71890.1_3263,P,-
lcl|CP074585.1_cds_UFH71891.1_3264,S,-
lcl|CP074585.1_cds_UFH71892.1_3265,C,-
lcl|CP074585.1_cds_UFH71893.1_3266,O,-
lcl|CP074585.1_cds_UFH71894.1_3267,I,-
lcl|CP074585.1_cds_UFH71895.1_3268,S,-
lcl|CP074585.1_cds_UFH71896.1_3269,K,"GO:0000976,GO:0000984,GO:0000986,GO:0000987,GO:0001017,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0043254,GO:0043565,GO:0044087,GO:0044089,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045893,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2000142,GO:2000144,GO:2001023,GO:2001141"
lcl|CP074585.1_cds_UFH71897.1_3270,T,-
lcl|CP074585.1_cds_UFH71898.1_3271,-,-
lcl|CP074585.1_cds_UFH71899.1_3272,I,-
lcl|CP074585.1_cds_UFH71900.1_3273,I,-
lcl|CP074585.1_cds_UFH74213.1_3274,K,-
lcl|CP074585.1_cds_UFH71901.1_3275,O,-
lcl|CP074585.1_cds_UFH71902.1_3276,S,-
lcl|CP074585.1_cds_UFH71903.1_3277,S,-
lcl|CP074585.1_cds_UFH71904.1_3278,-,-
lcl|CP074585.1_cds_UFH71905.1_3279,I,-
lcl|CP074585.1_cds_UFH71906.1_3280,P,-
lcl|CP074585.1_cds_UFH71907.1_3281,S,-
lcl|CP074585.1_cds_UFH71908.1_3282,J,"GO:0003674,GO:0003824,GO:0004812,GO:0004815,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006422,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576"
lcl|CP074585.1_cds_UFH71909.1_3283,M,-
lcl|CP074585.1_cds_UFH71910.1_3284,-,-
lcl|CP074585.1_cds_UFH71911.1_3285,-,-
lcl|CP074585.1_cds_UFH71912.1_3286,S,-
lcl|CP074585.1_cds_UFH71913.1_3287,J,-
lcl|CP074585.1_cds_UFH71914.1_3288,M,-
lcl|CP074585.1_cds_UFH71915.1_3289,M,-
lcl|CP074585.1_cds_UFH71916.1_3290,G,-
lcl|CP074585.1_cds_UFH71917.1_3291,S,-
lcl|CP074585.1_cds_UFH71918.1_3292,M,-
lcl|CP074585.1_cds_UFH71919.1_3293,E,"GO:0003674,GO:0003824,GO:0004084,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006531,GO:0006532,GO:0006551,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009081,GO:0009082,GO:0009098,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0042802,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"
lcl|CP074585.1_cds_UFH71920.1_3294,H,"GO:0000166,GO:0000287,GO:0000820,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006521,GO:0006541,GO:0006542,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0008882,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0010565,GO:0016053,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0019222,GO:0019752,GO:0030554,GO:0031323,GO:0032553,GO:0032555,GO:0032559,GO:0033238,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0050789,GO:0050794,GO:0051171,GO:0062012,GO:0065007,GO:0070566,GO:0071704,GO:0080090,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"
lcl|CP074585.1_cds_UFH71921.1_3295,T,-
lcl|CP074585.1_cds_UFH71922.1_3296,J,"GO:0002097,GO:0002099,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009314,GO:0009451,GO:0009628,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016853,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046116,GO:0046483,GO:0050896,GO:0051075,GO:0055086,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"
lcl|CP074585.1_cds_UFH71923.1_3297,-,-
lcl|CP074585.1_cds_UFH71924.1_3298,-,-
lcl|CP074585.1_cds_UFH71925.1_3299,S,-
lcl|CP074585.1_cds_UFH71926.1_3300,F,"GO:0002097,GO:0002099,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008270,GO:0008479,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046116,GO:0046483,GO:0046872,GO:0046914,GO:0055086,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"
lcl|CP074585.1_cds_UFH71927.1_3301,U,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0031522,GO:0032991,GO:0044425,GO:0044459,GO:0044464,GO:0071944"
lcl|CP074585.1_cds_UFH71928.1_3302,U,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944"
lcl|CP074585.1_cds_UFH71929.1_3303,U,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0033036,GO:0042886,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944"
lcl|CP074585.1_cds_UFH71930.1_3304,H,"GO:0000166,GO:0003674,GO:0003824,GO:0004632,GO:0004633,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0010181,GO:0015936,GO:0015937,GO:0016829,GO:0016830,GO:0016831,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032553,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046390,GO:0046483,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576"
lcl|CP074585.1_cds_UFH71931.1_3305,E,"GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360"
lcl|CP074585.1_cds_UFH71932.1_3306,S,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"
lcl|CP074585.1_cds_UFH71933.1_3307,S,"GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004532,GO:0004534,GO:0004536,GO:0004540,GO:0005488,GO:0006139,GO:0006259,GO:0006521,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008252,GO:0008409,GO:0009987,GO:0010565,GO:0016070,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016796,GO:0016895,GO:0016896,GO:0019222,GO:0030145,GO:0031323,GO:0033238,GO:0034641,GO:0035312,GO:0042578,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0062012,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0090305,GO:0090357,GO:0090501,GO:0090503,GO:0140097,GO:0140098,GO:1901360"
